text,keywords,author
"Сел.
       И в тучах дыма
в две минуты
               на вокзал
он доставил Клима.
Обнялись.
         Один комок.
Чмок шофера в личико
—Ты помог, да я помог,
вот и вышла
             смычка.—
Поезд вьется, что налим,
по дороге ровной.
","['поезд', 'помочь', 'шофер', 'выйти', 'туча']",Маяковский
"На деревню едет Клим,
дядя премированный.
По деревне
           гам и гуд.
Изо всех дворов бегут.
Клим
          от гордости разбух,
тюк на плечи —
          да в избу.
На полати,
          на кровать
влезло Климье племя.
","['дядя', 'разбухнуть', 'гордость', 'деревня', 'кровать']",Маяковский
"Просят тятьку
      открывать
поскорее премию.
Усмехнулся Клим в усы.
Как открыл корзину —
так и брызнуло в носы
запахом резины.
Хоть ты смейся.
          Хоть ты плачь.
Глазу стало больно:
красный мяч, да пестрый мяч,
и большой футбольный.
","['брызнуть', 'смеяться', 'красный', 'футбольный', 'открывать']",Маяковский
"—Эй, сынки!
      Лови мячи.
В небеса мячи мечи,
подшибай ангелят,
что крылами шевелят.—
Вдруг
   глядит:
      в уголок
малец трубку поволок.
И привычной хваткою
стал крепить рогаткою.
","['ангелить', 'сынок', 'подшибать', 'меч', 'ловить']",Маяковский
"Клим от хохота растаял:
—Ах ты, вобла стиранна!
Эта трубка
           не простая,
а отнюдь клистирная.
Дорогие вещи вот
тащишь
   без разбора.
Эту трубку
           пустим в ход
в случае запора.—
—Эй, девчонки!
","['хохот', 'трубка', 'простой', 'девчонка', 'отнюдь']",Маяковский
"           Ваш черед.—
Подошли вострушки.
Из корзины
            Клим
            берет
Что берет?
          Игрушки.
В восемь пар открытых ртов
взвизгнули девицы.
Куклы,
   звери всех сортов —
и не надивиться.
","['кукла', 'девица', 'корзина', 'открытый', 'пара']",Маяковский
"Каждой — кукла из резины
а подавишь —
      пискает.
Дали кукле имя Зины,
кукле
          пузо тискают.
—Получай еще новинку,
кто у вас тут школьник.
Для стирания
               резинку
марки «Треугольник».—
Школярам кричит и мать:
—Эй вы,
        голодранцы!
","['кукла', 'резина', 'школьник', 'голодранец', 'каждый']",Маяковский
"Чтобы книжек не трепать,
получайте ранцы.
Чтоб не видеть
      мне
              у вас
грязной образины,
получитека сейчас
губки
          из резины.
Эта губка,
         что метла.
","['трепать', 'резина', 'книжка', 'метла', 'видеть']",Маяковский
"Сор с лица метет дотла.—
—На!Хозяйка!
         Получи
младшему ребенку,
чтоб постель не промочил,
на подстил
          клеенку.
Эх!Куда поденутся
скверные привычки —
в рот совать младенцам
тряпочкизатычки!
","['сор', 'тряпочкизатычка', 'хозяйка', 'привычка', 'ребёнок']",Маяковский
"Чем беднягушке совать
в рот свои обноски,
есть на свете —
         помни, мать, —
«Треугольник»соски.
Агрономы же велят
соски взять и для телят.—
Соской
   Клим
              в один присест
оделил ребенка.
","['телят', 'беднягушка', 'агроном', 'мать', 'ребёнок']",Маяковский
"—Ну, старшая из невест,
вот тебе
   гребенка.—
Не гребенка,
              а краса,
вся из каучука.
Я гребенкой волоса
виться научука.
Лягут волосы верней,
хороши собою.
И не будет
         от парней
никогда отбою.
","['невеста', 'волос', 'каучук', 'отбой', 'парень']",Маяковский
"—А тебе,
         мой старший сын,
гребешок кармановый.
Расчеши себе усы,
красоту подманывай.—
Дети кукол теребят.
Весело и дешево.
Только плачет у ребят
драная подошва.
—Ничего!—
                ответил Клим.—
Мой подарок — стойкий.
","['подманывай', 'плакать', 'кармановый', 'старший', 'ничего']",Маяковский
"Из резины слажу им
каблукинабойки.
Не пробьет их пистолет,
не разносишь в триста лет.—
И с улыбкой на губах
старшенькому
      Мишеньке,
чтобы пот не ел рубах,
подстегнул подмышники.
Клим уселся у стола
и промолвил:
               — Жёнка!
","['пистолет', 'сладить', 'пот', 'старшенький', 'триста']",Маяковский
"Стол к обеду устилай
скатертьюклеенкой.
Коль прольешь, к примеру, щи,
не волнуйся,
              не пищи.
С нею жить
           сплошной расчет —
сквозь нее не протечет.—
Клим поел.
           Откинул ложки.
Под кровать метнул галошки.
","['пища', 'волноваться', 'откинуть', 'галошка', 'расчёт']",Маяковский
"Начал Клим зело сопеть.
Сын же взял велосипед.
Хвастаясь машиною,
гонит новой шиною.
В стойле сыплется овес.
Меринок пирует.
Клим и мерину привез
из резины сбрую.
Вдруг кричат:
                «Горим!
                      Горим!»
Брызнули ребята.
","['брызнуть', 'гореть', 'привезти', 'сын', 'велосипед']",Маяковский
"У соседа,
        видит Клим,
загорелась хата.
Не стесняясь никого,
Клим
   на это место
мчит с пожарным рукавом
от Резинотреста.
Был с пожаром бой там.
Двинул Клим брандсбойтом
и зарезал без ножа
начинавшийся пожар.
","['пожар', 'нож', 'резинотреста', 'сосед', 'никто']",Маяковский
"Обнимают Клима все.
Славят за услугу.
Трепыхается сосед,
стонет с перепугу.
Шел деревней бабий вой —
хуже нету песни ж!
Аж, казалось,
      головой
на две части треснешь.
Головы не арбузы.
Фельдшер баит:
         — Надо ведь
гуттаперчевый пузырь,
льдом набив, прикладывать.
","['стонать', 'песня', 'обнимать', 'фельдшер', 'сосед']",Маяковский
"Только, видно, ищем зря.
Где достанешь пузыря?—
Клим,
   увидевши испуг:
—На!—
        кричит, —
                 отверчивай!
Вот пузырь тебе, мой друг,
самый гуттаперчевый.—
Детвора,
      бородачи,
парни
           и девицы,
псы,
        телята
          и грачи —
все
      пошли дивиться.
","['гуттаперчевый', 'зря', 'кричать', 'детвора', 'искать']",Маяковский
"Удивился даже боров.
Клим заметил:
      — Эка!
У меня
   таких приборов
целая аптека.
Даже если в теле зуд,
вскипятишь водицы
в гуттаперчевом тазу
в горнице помыться.
Если с грыжей трудно жить,
надевайте бандажи.
","['грыжа', 'вскипятить', 'помыться', 'аптека', 'жить']",Маяковский
"Кость сломал —
          бинтуй излом
гуттаперчевым узлом.—
Климу счастье подошло.
Клим — мужик любимый.
Все родимое село
уважает Клима.
На задворках гул и гам
от игры футбольной.
Парни,
   волю дав ногам,
прыгают довольные.
","['кость', 'довольный', 'мужик', 'прыгать', 'село']",Маяковский
"Что ругаться по дворам,
сыпля колотушки?
Заиграла детвора
в разные игрушки.
Попик высох.
      Еле жив.
Храм —
      пустое место.
Все село заворожил
тюк Резинотреста.
—Это что!—
      смеется Клим.","['попик', 'смеяться', 'заиграть', 'пустой', 'храм']",Маяковский
"—
Дай
        на ноги станем, —
непременно полетим
на аэроплане.
Снарядим его у нас,
выстроим машину.
Подкуём летуна
собственною шиной.
Загранице ни на руб
не давай нажиться.
","['полететь', 'нажиться', 'выстроить', 'собственный', 'нога']",Маяковский
"Живо
           деньги
              удерут
в эту заграницу.
Если ж станем брать свое,
будет нам лафа житье.—
И добавил Клим, ярясь:
—Мы других не плоше.
Через всяческую грязь
проведут галоши.
Если ж враг захочет съесть
нас и нашу ношу,
как бы тем врагам не сесть
в эту же галошу!—
","['яриться', 'удрать', 'съесть', 'житье', 'лафа']",Маяковский
"Пришел и грянул октябрьский гром.
Рвал,
   воротил,
      раскалывал в щепки.
И встал
   над бывшим
                 буржуйским добром
новый хозяин —
      рабочий в кепке.
Явился новый хозяин земли.
Взялся за руль рукой охочей.
","['раскалывать', 'хозяин', 'октябрьский', 'буржуйский', 'кепка']",Маяковский
"—Полным ходом!
               Вперед шевели!—
Имя ему —
            советский рабочий.
За всю маету стародавних лет,
что месили рабочих
                  в кровавое тесто, —
пропорол рабочий
                хозяйский жилет,
пригвоздил
           штыком
                 на нужное место.
","['месить', 'рабочий', 'стародавний', 'советский', 'жилет']",Маяковский
"Где хозяйская спесь?
                   Присмирел, как зайчик,
под рукой рабочих волкхозяйчик,
Ни шагнуть ему,
           ни орнуть,
                     ни икнуть.
Настал для хозяйчиков
            страшный годик, —
свистнул хозяев,
          и над ними,
                      как кнут,
навис трудовых законов кодекс.
","['волкхозяйчик', 'присмиреть', 'спесь', 'рабочий', 'закон']",Маяковский
"В этом кодексе
         крепкий наказ:
растить
   и беречь рабочий класс.
О рабочем труде
            должен радеть
кодекс законов о труде.
Этот закон
          не объедешь с тылу,
пока рабочая власть жива.
Будем хранить рабочую силу,
будем
            беречь
              рабочьи права.
 статья 
Бился Фадей на всех фронтах.
","['труд', 'беречь', 'закон', 'фронт', 'растить']",Маяковский
"Фадея на фронт коммуна зовет.
Выпустил
         крови
                    чуть не фонтан.
И вот
          вернулся назад —
              на завод.
Оглядел Москву,
            поглядел на людей.
И в затылке крепко чеснул Фадей.
Мне, говорит, зарабатывать хлеб,
а как заработаешь,
               ежели нэп?!
","['хлеб', 'москва', 'кровь', 'звать', 'завод']",Маяковский
"Значит, опять
               шапку ломать.
А хозяин возьмет
             да другого наймет.
Ах ты, твоя растакая мать!
Окото видит,
               да зуб неймет.—
Оборвал его Пров:
               — Плакаться брось!
Чего пересуживать вкривь да вкось?
Нынче
             порядок у нас другой,
наймешь не всякого,
                   кто под рукой.
","['плакаться', 'хозяин', 'взять', 'зуб', 'шапка']",Маяковский
"Никому не взять,
            не взять никогда
с вольного ветра рабочих людей.
Брать их должен с биржи труда!—
—Ишь чудеса, —
              буркнул Фадей.
А Пров опять:
      — Почесывай темя!
Это тебе не старое время.
Тут те
           не барский наем да расправа.
","['труд', 'почёсывать', 'вольный', 'биржа', 'ветер']",Маяковский
"Биржа —
ст.–
        крутая буржуям управа.
Вторая управа —
             профсоюз,
за союзом своим
            ничего не боюсь.
Не возьмут в кабалу,
                   ни в хозяйский плен,
если ты
   профсоюза
                полноправный член.
 ст.
","['профсоюз', 'буржуй', 'бояться', 'второй', 'полноправный']",Маяковский
"Профсоюз тебе
          и подмога и щит.
От него
   у хозяина
             пузо трещит.
Профсоюз
           от тебя
              не потребует многого.
Гроши — профсоюзный членский взнос,
но зато
   подписал коллективный договор,
а там ходи,
          подымая нос.
","['профсоюз', 'потребовать', 'хозяин', 'нос', 'пузо']",Маяковский
"Союз
         с хозяином
          подпишет условия
про плату,
         про срок,
                про твое здоровье.
Знай трудись,
ст.–
                да мотай на ус —
де твой интерес
         блюдет союз.
","['хозяин', 'трудиться', 'подписать', 'здоровье', 'мотать']",Маяковский
"А если б союз
                оплошал в договоре,
тоже не дюже большое горе.
В рабочей стране
             никому не приходится
снижать условия ниже кодекса.
Заяви наркомтрудскому органу,
ст.
 и скверный договор
                 мигом расторгнут.
А чтобы в союз не ходить далёко,
на заводе есть союзное око.
","['оплошать', 'наркомтрудский', 'договор', 'никто', 'завод']",Маяковский
"Каждый рабочий с ним знаком,
называется око это —
                     завком.
Во всякой беде,
         во всякой невязке
в завком направляйте шаг пролетарский.
 ст.
Всё запомни, —
           учит Пров, —
вали работать
               и будь здоров!—
Запылал Фадей,
         как червонный туз,
записался на биржу
                 и в профсоюз.
","['профсоюз', 'червонный', 'беда', 'учить', 'здоровый']",Маяковский
"Входит Фадей на заводский двор,
идет
        заключать
      трудовой договор.
Фадей плечами подпер косяк.
Хозяин жмется и так и сяк.
Хозяйские глазки в стороны лезут, —
чтоб такое с Фадея урезать?
Смеется Фадей:
         — Не те времена!
Брось, хозяин, мозги уминать,
верти не верти,
ст.
","['хозяйский', 'смеяться', 'бросить', 'мозг', 'косяк']",Маяковский
"      крутись, как хочешь,
а через кодекс не перескочишь.
Как ни въедлив хозяйский нрав,
не ужмет
        хозяин
           рабочих прав.—
Говорит хозяин:
          — Прямо противно:
договор трудовой,
              да договор коллективный —
ст.
","['хозяйский', 'трудовой', 'противно', 'крутиться', 'хотеть']",Маяковский
"Фадей смеется, сощуря глаз:
—Буржуям противно,
                      а нам как раз!
Нынче
   с рабочих
            не вымотать лишки —
записано всё в расчетной книжке,
не отменишь условий,
                      хоть плачь да вой,
расчетная книжка —
ст.
","['вымотать', 'смеяться', 'буржуй', 'расчётный', 'рабочий']",Маяковский
"                   свидетель живой.—
—Ну, Фадей,
               теперь на завод!—
Пров лукаво Фадея зовет.
Вошел Фадей,
                растопырил глазища —
куда девалась былая грязища?
Вонь, да пыль, да копоть где?
Всё подмел
            закон о труде.
 ст.
","['растопырить', 'труд', 'пыль', 'завод', 'свидетель']",Маяковский
"Клохчут машины, будто наседки,
для безопасности
             скованы в сетки.
Тут и нарочно
                 рукой
                   в привод
даже разиня не попадет.
Раньше завод —
           не завод, а геенна.
Теперь
   по геенне
            прошла гигиена.
","['привод', 'гигиена', 'клохтать', 'завод', 'ранний']",Маяковский
"Прежде машины кропились кровью,
теперь —
        берегут трудовое здоровье.
Крепки устои рабочих прав,
хозяйская жадность
                раздавлена в пласт.
Прежде,
      знай, налетал на штраф,
теперь не штрафнут,
                   закон не даст.
Раньше выгнать,
           что снять картуз.
","['раздавить', 'трудовой', 'кровь', 'здоровье', 'закон']",Маяковский
"Лицом не потрафил —
                       готов расчет.
А теперь
       пообструган хозяйский вкус.
Попробуй погнать,
                попадешь на сучок.
 ст.
Теперь увольнять
             много круче
и только
      в следующих случаях:
вопервых,
          если закроют завод,
или на месяц работа замрет,
или
       если к труду не годны, —
в этих случаях —
ст.
","['увольнять', 'труд', 'вкус', 'готовый', 'месяц']",Маяковский
"            требуй выходных.
А если
   работник
          не нужен в деле,
предупредят его
           за две недели.
И пусть хозяин
      орет и бесится,
а должен заплатить
               за полмесяца.
 ст.–
Конечно, гонят тех,
                кто зря
вместо работы
                  копает в ноздрях.
","['требовать', 'работник', 'полмесяца', 'выходной', 'зря']",Маяковский
"Да и то не уволят их,
                  пока
не обсудит дело
          РКК.
Но если
   за дело под суд попал,
или, скажем,
              дня на три без спросу пропал,
иль в месяц ден шесть прогулял гуртом,
тогда
          посидишь с голодным ртом.
","['уволить', 'голодный', 'шесть', 'суд', 'прогулять']",Маяковский
"—А ежели, скажем, я был нездоров?—
И на это
   Фадею ответил Пров:
—Болен — болей!
               Коль рабочий болен,
 месяца не будет уволен.
А у бабы
       болезнь и роды
могут тянуться до полгода.
Если ж хозяин,
      разгильдяй и мошенник,
в срок тебе не выплатил денег,
если хозяин
            с тобою груб,
в ругани кажет свой волчий зуб,
перестал о твоем здоровье радеть
и нарушил
          кодекс законов о труде, —
то тебе по закону
            даны права
до срока
      свои обязательства рвать.
","['рвать', 'мошенник', 'рабочий', 'здоровье', 'месяц']",Маяковский
"Выполняй лишь
          четко и хватко
правила
ст.
   внутреннего распорядка.
А в остальном —
            твое слово такое:
—Оставьте, хозяин, меня в покое!
Из правил
          лишь те обязательны мне,
что на видном месте
                  висят на стене.
","['правило', 'покой', 'хозяин', 'стена', 'внутренний']",Маяковский
"А если они
           лишь в хозяйском мозгу,
ст.
 я этих правил
               знать не могу!
Раньше
   душил вопрос проклятый —
это
      размер заработной платы.
За грош
   всю силу рабочую вынь ему,
за грош
   на хозяина шею гни.
","['заработный', 'хозяин', 'проклятый', 'мозг', 'ранний']",Маяковский
"Теперь
   по закону
           означен минимум,
ниже которого —
             ни, ни, ни!
Мало того:
          тогда за получкой
ходи, отработав день труда,
нынче
   с этой хозяйской штучкой
ст.
 покончено навсегда.
","['отработать', 'хозяйский', 'ниже', 'закон', 'ходить']",Маяковский
"Теперь
   производи расчет,
пока рабочий день течет.
А чтобы рабочим
              меньше заботы —
деньги плати на месте работы.
Раньше с отпуском
                одна тоска.
Без копья в кармане иди в отпуска.
 ст.
Теперь
   пришел другой черед,
за отпуск деньги — давай вперед.
","['отпуск', 'платить', 'рабочий', 'ранний', 'забота']",Маяковский
"Встарь
   у рабочего власти нет.
Власть — хозяйский кулак да разбой.
А теперь
       изберут тебя в совет —
место и заработок
               за тобой.
 ст.
Спокоен и ты,
                 и жена,
                    и дети.
","['хозяйский', 'спокойный', 'жена', 'разбой', 'ребёнок']",Маяковский
"Можешь вовсю работать в совете.
А вышел срок,
                 истек мандат —
на прежнее место вертай назад.
Кодекс на этом стоит непреклонно!
Дивится Фадей,
         застыл, как пень.
—Раньше
         не до рабочих закону —
трудись
   на хозяев
            и ночь
              и день.
","['трудиться', 'хозяин', 'кодекс', 'истечь', 'ранний']",Маяковский
"Теперь
   пять радостных слов:
для рабочих норма
                 часов.
В целом мире этого нет, —
да из них еще
               полчаса на обед.
А если
   работница
             младенца кормит,
еще додадут по законной норме.
","['кормить', 'полчаса', 'мир', 'работница', 'младенец']",Маяковский
"Всем рабочим мира пример
показывает кодекс СССР.
 часов!
 ст.
 ст.
   Выполняйте точно!
К ним не подвесишь работ сверхурочных.
Разве что очень нужда велика,
да и то с разрешенья РКК.
Где ты
   раньше
      на наших заводах
знавал для рабочего долгий отдых?
","['сверхурочный', 'завод', 'ссср', 'кодекс', 'отдых']",Маяковский
"С завода
      в постель,
ст.
 ст.
              с недосыпа —
                               к труду.
Так
       сплошняком
           и тянул нуду.
Раньше
   насквозь неделю потели,
некогда
   даже
             волос причесать.
","['труд', 'потеть', 'причесать', 'недосып', 'ранний']",Маяковский
"А теперь
       рабочему
                раз в неделю
отдых сплошной часа!
Хочешь — на лекцию,
                      хочешь — в кино,
хочешь —
         дома сиди с женой.
Раньше
   праздники всем святым,
ст.
 чтоб легче
          попам
            тянуть оброк,
на клиросный вой,
               на кадильный дым
рабочих сбирать за церковный порог.
","['церковный', 'отдых', 'рабочий', 'кино', 'хотеть']",Маяковский
"Теперь
   святым не место у нас.
Наша вера —
                рабочий класс.
Тото косятся лабазники
на красные праздники.
Наш праздник —
            новый год.
Солнце,
   на лето ведет поворот.
Наш праздник —
         е января,
рабочие впервые разглядели царя.
 е марта —
ст.
","['праздник', 'январь', 'царь', 'рабочий', 'красный']",Маяковский
"               престольник веселый,
мы царя
      поперли с престола.
 е марта —
               старый, но юный
день рождения Парижской коммуны.
Первое мая —
      рабочий май,
рабочих на всей земле подымай!
 е ноября —
                трубы не коптят,
пролетарии празднуют Красный Октябрь.
","['царь', 'рождение', 'красный', 'октябрь', 'рабочий']",Маяковский
"Раньше
   об отпуске —
                    год говори!
Особенно,
          если хозяин скуп.
Хоть год работай,
             хоть два,
                   хоть три,
а не бывать тебе в отпуску.
Бросили воду в ступе толочь.
В кодексе сказано, —
                    молвил Пров, —
пять с половиной месяцев прочь —
и двухнедельный отпуск готов.
","['отпуск', 'скупой', 'хозяин', 'пять', 'говорить']",Маяковский
"А если
   работа на вредном деле,
еще добавляются две недели.
Раньше —
ст.
 ст.
         пройти цеховую науку —
парень терпел многолетнюю муку.
Где раньше
            мальчонку маял мастер
проклятой учебою, злюч и колюч,
теперь
   рабочей стране на счастье
вырос советский фабзавуч.
","['рабочий', 'проклятый', 'вырасти', 'мальчонок', 'советский']",Маяковский
"Собирает он
              в уютные стены
ст.
 молодых гвардейцев для будущей смены.
А у хозяина
            морда моржа —
по закону ему фабзавуч содержать.
Тяжелой работой сводили в могилу,
особенно
        женщин или ребят.
Теперь
   берегут рабочую силу,
законы хозяев весьма теребят.
","['работа', 'гвардеец', 'беречь', 'морда', 'молодой']",Маяковский
"Старый порядок прошел бесследно.
В работе ночной,
            подземной
                       и вредной
законом
      наложен строжайший запрет
на баб и ребят до восемнадцати лет.
Баба на сносях —
             хозяину что?
А под машиной рожать
ст.
","['старый', 'восемнадцать', 'рожать', 'ночной', 'вредный']",Маяковский
"              не годится.
Кодекс сказал хозяину:
             — Стоп!
Бабе
        спокойно дай разродиться.
Четырехмесячный отпуск готовь,
по восемь недель
            до и после родов.
—Лишь чистотой рабочий здоров, —
гордо
ст.
","['роды', 'отпуск', 'рабочий', 'гордо', 'стоп']",Маяковский
"           Фадею
              заметил Пров.—
Кодекс
   и здесь стоит на посту
и по заводу блюдет чистоту.
Раньше
   работа ли,
             нет ли работ, —
полным ходом бежит привод.
 ст.–
Теперь
   в перерыве
              не случится беда,
нынче,
   в обед, молчат привода.
","['работа', 'чистота', 'обед', 'бежать', 'молчать']",Маяковский
"Раньше
   на грязной работе,
                   как зверь,
треплешь свою одежонку.
                   Теперь —
свою
ст.
         на заводе
      не стану трепать я —
подавай завод —
           спецодеждуплатье.
","['спецодеждуплатья', 'завод', 'грязный', 'одежонка', 'ранний']",Маяковский
"Кодекс влезает и в щелочки быта.
Им
      ни больница,
          ни клуб не забыты.
Лампы ли в темных проходах погасли,
грязно ли в бане,
ст.
            в квартире
                      и в яслях —
всё заприметит,
          везде и всегда
око закона —
               инспектор труда.
","['баня', 'труд', 'инспектор', 'везде', 'тёмный']",Маяковский
"Если с хозяином начаты споры,
суд под рукой
                 правый и скорый,
это
ст.
      рабочей власти рука —
защита рабочего —
                 РКК.
Недоволен решеньем —
                решенье не камень,
есть пересуд примирительных камер.
 ст.","['суд', 'хозяин', 'недовольный', 'ркк', 'рабочий']",Маяковский
"–
Там не прошло,
          не копай в носу,
неси протест в третейский суд.
А если хозяин начнет уголовщину,
например,
          фабзавкому работать не даст,
для таких молодцов порядок упрощенный
завела рабочекрестьянская власть.
Народного суда трудовая сессия
рассмотрит хозяйские мракобесия.
","['рабочекрестьянский', 'суд', 'протест', 'копать', 'молодец']",Маяковский
"Суд укротит хозяйский нрав:
хозяину за провинность такую —
год отсидки,
              либо
             тысячный штраф.
А то и всё добро конфискует.
А последнее завоевание —
социальное страхование.
Раньше
   смерть или безработица —
о рабочем
          никто не позаботится.
","['хозяйский', 'безработица', 'смерть', 'штраф', 'ранний']",Маяковский
"Либо станешь
                громилой и вором.
 ст.
Либо
          собакой умрешь под забором.
А теперь
       по кодексу
                 дан наказ:
—кипи работа страховых касс!
Взносы с хозяев
         берутся строго.
","['хозяин', 'страховой', 'умереть', 'кипеть', 'касса']",Маяковский
"Эти взносы —
      рабочим подмога.
Если
         тебя
       постигла болезнь,
вмиг
         за пособием
             в кассу лезь.
Касса
            тебе
           даст и врача,
и денег,
   чтобы лечёбу начать.
","['врач', 'взнос', 'рабочий', 'касса', 'лезть']",Маяковский
"Руку отшибло,
                 стал инвалид
закон
          пособие дать велит.
Сел без работы,
          не гляди исподлобья —
в кассу иди,
            получай пособие.
Кормильца ль схоронят
ст.
               в семействе рабочем,
касса
          и тут сумеет помочь им.","['помочь', 'инвалид', 'рабочий', 'семейство', 'касса']",Маяковский
