,poet_id,content
1309,pushkin,"Никто на празднике блистательного мая,
Меж колесницами роскошными летая,
Никто из юношей свободней и смелей
Не властвует конем по прихоти своей.
"
1310,pushkin,"К чему холодные сомненья?
Я верю: здесь был грозный храм,
Где крови жаждущим богам
Дымились жертвоприношенья;
Здесь успокоена была
Вражда свирепой Эвмениды:
Здесь провозвестница Тавриды
На брата руку занесла;
На сих развалинах свершилось
Святое дружбы торжество,
И душ великих божество
Своим созданьем возгордилось.
"
1311,pushkin,"Зачем ты, грозный аквилон,
Тростник прибрежный долу клонишь?
Зачем на дальний небосклон
Ты облачко столь гневно гонишь?
Недавно черных туч грядой
Свод неба глухо облекался,
Недавно дуб над высотой
В красе надменной величался
Но ты поднялся, ты взыграл,
Ты прошумел грозой и славой—
И бурны тучи разогнал,
И дуб низвергнул величавый.
"
1312,pushkin,"Пускай же солнца ясный лик
Отныне радостью блистает,
И облачком зефир играет,
И тихо зыблется тростник.
"
1313,pushkin,"Пускай увенчанный любовью красоты
В заветном золоте хранит ее черты
И письма тайные, награда долгой муки,
Но в тихие часы томительной разлуки
Ничто, ничто моих не радует очей,
И ни единый дар возлюбленной моей,
Святой залог любви, утеха грусти нежной—
Не лечит ран любви безумной, безнадежной.
"
1314,pushkin,"На скользком поприще Тимковского наследник!
Позволь обнять себя, мой прежний собеседник.
Недавно, тяжкою цензурой притеснен,
Последних, жалких прав без милости лишен,
Со всею братией гонимый совокупно.
Я, вспыхнув, говорил тебе немного крупно,
Потешил дерзости бранчивую свербежь—
Но извини меня: мне было не в терпеж.
Теперь в моей глуши журналы раздирая,
И бедной братии стишонки разбирая
Теперь же мне читать охота и досуг,
Обрадовался я, по ним заметя вдруг
В тебе и правила, и мыслей образ новый!
"
1315,pushkin,"Ура! ты заслужил венок себе лавровый
И твердостью души, и смелостью ума.
Как изумилася поэзия сама,
Когда ты разрешил по милости чудесной
Заветные слова 
И ими назвалась для рифмы красота,
Не оскорбляя тем уж Господа Христа!
Но что же вдруг тебя, скажи, переменило
И нрава твоего кичливость усмирило?
Свои послания хоть очень я люблю,
Хоть знаю, что прочел ты жалобу мою,
Но, подразнив тебя, я переменой сею
Приятно изумлен, гордиться не посмею.
"
1316,pushkin,"Отнесся я к тебе по долгу моему:
Но мне ль исправить вас?Нет, ведаю, кому
Сей важной новостью обязана Россия.
Обдумав наконец намеренья благие,
Министра честного наш добрый царь избрал,
Шишков наук уже правленье восприял.
Сей старец дорог нам: друг чести, друг народа,
Он славен славою двенадцатого года;
Один в толпе вельмож он русских муз любил,
Их, незамеченных, созвал, соединил;
Осиротелого венца Екатерины
От хлада наших дней укрыл он лавр единый.
"
1317,pushkin,"Он с нами сетовал, когда святой отец,
Омара да Гали прияв за образец,
В угодность господу, себе во утешенье,
Усердно задушить старался просвещенье.
"
1318,pushkin,"Благочестивая, смиренная душа
Карала чистых муз, спасая Бантыша,
И помогал ему Магницкой благородный,
Муж твердый в правилах, душою превосходный,
И даже бедный мой Кавелиндурачок,
Креститель Галича, Магницкого дьячок.
"
1319,pushkin,"И вот, за все грехи, в чьи пакостные руки
Вы были вверены, печальные науки!
Цензура! вот кому подвластна ты была!
Но полно: мрачная година протекла,
И ярче уж горит светильник просвещенья.
Я с переменою несчастного правленья
Отставки цензоров, признаться, ожидал,
Но сам не зная как, ты видно устоял.
Итак, я поспешил приятелей поздравить,
А между тем совет на память им оставить.
Будь строг, но будь умен.Не просят у тебя,
Чтоб, все законные преграды истребя.
"
1320,pushkin,"Всё мыслить, говорить, печатать безопасно
Ты нашим господам позволил самовластно.
Права свои храни по долгу своему.
Но скромной Истине, но мирному Уму
И даже Глупости невинной и довольной
Не заграждай пути заставой своевольной.
И если ты в плодах досужного пера
Порою не найдешь великого добра,
Когда не видишь в них безумного разврата,
Престолов, алтарей и нравов супостата,
То, славы автору желая от души,
Махни, мой друг, рукой и смело подпиши.
"
1321,pushkin,"Подобный жребий для поэта
И длякрасавицы готов:
Стихи отводят от портрета,
Портрет отводит от стихов.
"
1322,pushkin,"От многоречия отрекшись добровольно,
В собраньи полном слов не вижу пользы я:
Для счастия души, поверьте мне, друзья,
Иль слишком мало всех, иль одного довольно.
"
1323,pushkin,"Нет ни в чем вам благодати,
С счастием у вас разлад:
И прекрасны вы не к стати.
И умны вы не в попад.
О муза пламенной сатиры!
Приди на мой призывный клич!
Не нужно мне гремящей лиры,
Вручи мне Ювеналов бич!
Не подражателям холодным,
Не переводчикам голодным,
Не безответным рифмачам
Готовлю язвы эпиграм!
"
1324,pushkin,"Мир вам, несчастные поэты,
 
 
Мир вам, журнальные клевреты,
Мир вам, смиренные глупцы!
А вы, ребята подлецы,—
Вперед!Всю вашу сволочь буду
Я мучить казнию стыда!
Но, если же кого забуду,
Прошу напомнить, господа!
О, сколько лиц бесстыднобледных,
О, сколько лбов широкомедных
Готовы от меня принять
Неизгладимую печать!
"
1325,pushkin,"Воспитанный под барабаном,
Наш царь лихим был капитаном:
Под Австерлицем он бежал,
В двенадцатом году дрожал,
Зато был фрунтовой профессор!
Но фрунт герою надоел—
Теперь коллежский он асессор
По части иностранных дел!
"
1326,pushkin,"Что дружба? Легкий пыл похмелья,
Обиды вольный разговор,
Обмен тщеславия, безделья
Иль покровительства позор.
"
1327,pushkin,"Прощай, письмо любви! прощай: она велела.
Как долго медлил я! как долго не хотела
Рука предать огню все радости мои!..
Но полно, час настал.Гори, письмо любви.
Готов я; ничему душа моя не внемлет.
Уж пламя жадное листы твои приемлет
Минуту!.. вспыхнули! пылают – легкой дым
Виясь теряется с молением моим.
Уж перстня верного утратя впечатленье,
Растопленный сургуч кипит О провиденье!
Свершилось!Темные свернулися листы;
На легком пепле их заветные черты
Белеют Грудь моя стеснилась."
1328,pushkin,"Пепел милый,
Отрада бедная в судьбе моей унылой,
Останься век со мной на горестной груди
Твое соседство нам опасно,
Хоть мило, может быть, оно
Так утверждаю не напрасно
И доказать не мудрено.
Твой дом, учтивая беседа
И шутки с желчью пополам
Напоминают живо нам
И впрямь Опасного соседа.
"
1329,pushkin,"Наш друг Кутейкин в эполетах,
Бормочит нам растянутый псалом:
Поэт Фита, не становись фертом!
Дьячок Фита, ты Ижица в поэтах!
« , е»
 , 
 .
 
 ,
 
 .
"
1330,pushkin,"Когда на челе пирующего, на прекрасной груди Делии
Ослепительная роза кончила жизнь свою
Вдруг отрываясь от родного стебля
Как легкий вздох ее нежная душа испаряется,
У берегов Элизийских благоуханные тени ее
Зачаруют безжизненные берега Леты.
"
1331,pushkin,"Лишь розы увядают,
Амврозией дыша,
В Элизий улетает
Их легкая душа.
"
1332,pushkin,"И там, где волны сонны
Забвение несут,
Их тени благовонны
Над Летою цветут.
"
1333,pushkin,"Сказали раз царю, что наконец
Мятежный вождь, Риэго, был удавлен.
Я очень рад, сказал усердный льстец:
От одного мерзавца мир избавлен.
Все смолкнули, все потупили взор,
Всех рассмешил проворный приговор.
Риэго был пред Фердинандом грешен,
Согласен я. Но он за то повешен.
Пристойно ли, скажите, сгоряча
Ругаться нам над жертвой палача?
Сам государь такого доброхотства
Не захотел улыбкой наградить:
Льстецы, льстецы! старайтесь сохранить
И в подлости осанку благородства.
"
1334,pushkin,"Враги мои, покамест я ни слова
И, кажется, мой быстрый гнев угас;
Но из виду не выпускаю вас
И выберу когданибудь любого:
Не избежит пронзительных когтей,
Как налечу нежданый, беспощадный.
Так в облаках кружится ястреб жадный
И сторожит индеек и гусей.
"
1335,pushkin,".
.
.
Скажи, какие заклинанья
Имеют над тобою власть?
–Все хороши: на все призванья
Готов я как бы с неба пасть.
Довольно одного желанья—
Я, как догадливый холоп,
В ладони потурецки хлоп,
Присвистни, позвони, и мигом
Явлюсь."
1336,pushkin,"Что делать – я служу,
Живу, кряхчу под вечным игом,
Как нянька бедная, хожу
За вами – слушаю, гляжу.
"
1337,pushkin,"Доктор Фауст, ну смелее,
Там нам будет веселее.—
–Где же мост?– Какой тут мост,
На вот – сядь ко мне на хвост.
"
1338,pushkin,"–Кто идет?– Солдат.
–Это что?– Парад.
–Вот оберкапрал,
Унтергенерал.
–Что горит во мгле?
Что кипит в котле?
–Фауст, ха ха ха,
Посмотри – уха,
Погляди – цари.
О вари, вари!..
–Сегодня бал у Сатаны—
На имянины мы званы—
Смотри как эти два бесенка
Усердно жарят поросенка,
А этот бес – как важен он,
Как чинно выметает вон
Опилки, серу, пыль и кости.
"
1339,pushkin,"–Скажи мне, скоро ль будут гости?
–Так вот детей земных изгнанье?
Какой порядок и молчанье!
Какой огромный сводов ряд,
Но где же грешников варят?
Всё тихо.– Там, гораздо дале.
–Где мы теперь?– В парадной зале.
–Что козырь?– Черви.– Мне ходить.
–Я бью.– Нельзя ли погодить?
–Беру.– Кругом нас обыграла.
–Эй, смерть!Ты право сплутовала.
"
1340,pushkin,"–Молчи! ты глуп и молоденек.
Уж не тебе меня ловить.
Ведь мы играем не из денег,
А только б вечность проводить!
–Кто там?– Здорово, господа!
–Зачем пожаловал сюда?
–Привел я гостя.– Ах, создатель!..
–Вот докт.ор Ф.ауст, наш приятель—
–Живой!– Он жив, да наш давно—
Сегодня ль, завтра ль – всё равно.
–Об этом думают двояко;
Обычай требовал однако
Соизволенья моего,
Но впроччем это ничего.
"
1341,pushkin,"Вы знаете, всегда я другу
Готова оказать услугу
Я дамой– Крой!– Я бью тузом
–Позвольте, козырь.– Ну, пойдем
Я был свидетелем златой твоей весны;
Тогда напрасен ум, искусства не нужны,
И самой красоте лет замена.
Но время протекло, настала перемена,
Ты приближаешься к сомнительной поре,
Как меньше женихов толпятся на дворе,
И тише звук похвал твой слух обворожает,
А зеркало сильней грозит и устрашает.
"
1342,pushkin,"Что делать утешься и смирись,
От милых прежних прав заране откажись,
Ищи других побед – успехи пред тобою,
Я счастия тебе желаю всей душою,
а опытов моих,
Мой дидактический, благоразумный стих.
"
1343,pushkin,"Поверь: когда слепней и комаров
Вокруг тебя летает рой журнальный,
Не рассуждай, не трать учтивых слов,
Не возражай на писк и шум нахальный:
Ни логикой, ни вкусом, милый друг,
Никак нельзя смирить их род упрямый.
Сердиться грех – но замахнись и вдруг
Прихлопни их проворной эпиграмой.
"
1344,pushkin,"Семейственной любви и нежной дружбы ради
Хвалю тебя, сестра! не спереди, а сзади.
Почтения, любви и нежной дружбы ради
Хвалю тебя, мой друг, и спереди и сзади.
Напрасно ахнула Европа,
Не унывайте, не беда!
От петербургского потопа
Спаслась Полярная Звезда.
Бестужев, твой ковчег на бреге!
Парнасса блещут высоты;
И в благодетельном ковчеге
Спаслись и люди и скоты.
"
1345,pushkin,"Султан ярится.Кровь Эллады
И резвоскачет, и кипит.
Открылись грекам древни клады,
Трепещет в Стиксе лютый пит.
И се – летит продерзко судно
И мещет громы обоюдно.
Се Бейрон, Феба образец.
Притек, но недуг быстропарный,
Строптивый и неблагодарный
Взнес смерти на него резец.
Певец бессмертный и маститый,
Тебя Эллада днесь зовет
На место тени знаменитой,
Пред коей Цербер днесь ревет.
"
1346,pushkin,"Как здесь, ты будешь там сенатор,
Как здесь, почтенный литератор,
Но новый лавр тебя ждет там,
Где от крови земля промокла:
Перикла лавр, лавр Фемистокла;
Лети туда, Хвостов наш! сам.
"
1347,pushkin,"Вам с Бейроном шипела злоба,
Гремела и правдива лесть.
Он лорд – граф ты!Поэты оба!
Се, мнится, явно сходство есть.—
Никак!Ты с верною супругой
Под бременем Судьбы упругой
Живешь в любви – и наконец
Глубок он, но единобразен,
А ты глубок, игрив и разен.
И в шалостях ты впрям певец.
А я, неведомый Пиита,
В восторге новом воспою
Во след Пиита знаменита
Правдиву похвалу свою,
Моляся кораблю бегущу,
Да Бейрона он узрит кущу,
И да блюдут твой мирный сон
Нептун, Плутон, Зевс, Цитерея,
Гебея, Псиша, Крон, Астрея,
Феб, Игры, Смехи, Вакх, Харон.
"
1348,pushkin,"Как! жив еще Курилка журналист?—
–Живёхонек! всё так же сух и скучен,
И груб, и глуп, и завистью размучен,
Всё тискает в свой непотребный лист
И старый вздор и вздорную новинку.—
–Фу! надоел Курилка журналист!
Как загасить вонючую лучинку?
Как уморить Курилку моего?
Дай мне совет.– Да плюнуть на него.
"
1349,pushkin,"Певец! когда перед тобой
Во мгле сокрылся мир земной,
Мгновенно твой проснулся Гений,
На всё минувшее воззрел
И в хоре светлых привидений
Он песни дивные запел.
"
1350,pushkin,"Небесным пением своим
Он усыпил земные муки;
Тебе он создал новый мир,
Ты в нем и видишь, и летаешь,
И вновь живешь, и обнимаешь
Разбитый юности кумир.
"
1351,pushkin,"Когда, любовию и негой упоенный,
Безмолвно пред тобой коленопреклоненный,
Я на тебя глядел и думал: ты моя;
Ты знаешь, милая, желал ли славы я;
Ты знаешь: удален от ветреного света,
Скучая суетным прозванием поэта,
Устав от долгих бурь, я вовсе не внимал
Жужжанью дальнему упреков и похвал.
"
1352,pushkin,"Могли ль меня молвы тревожить приговоры,
Когда, склонив ко мне томительные взоры
И руку на главу мне тихо наложив,
Шептала ты: скажи, ты любишь, ты счастлив?
"
1353,pushkin,"Другую, как меня, скажи, любить не будешь?
Ты никогда, мой друг, меня не позабудешь?
А я стесненное молчание хранил.
Я наслаждением весь полон был, я мнил,
Что нет грядущего, что грозный день разлуки
Не придет никогда И что же?Слезы, муки,
Измены, клевета, всё на главу мою
Обрушилося вдруг Что я, где я?Стою,
Как путник, молнией постигнутый в пустыне,
И всё передо мной затмилося!И ныне
Я новым для меня желанием томим:
Желаю славы я, чтоб именем моим
Твой слух был поражен всечасно, чтоб ты мною
Окружена была, чтоб громкою молвою
Всё, всё вокруг тебя звучало обо мне,
Чтоб, гласу верному внимая в тишине,
Ты помнила мои последние моленья
В саду, во тьме ночной, в минуту разлученья.
"
1354,pushkin,"Недавно я стихами както свистнул
И выдал их без подписи моей;
Журнальный шут о них статейку тиснул,
Без подписи ж пустив ее, злодей.
Но что ж? Ни мне, ни площадному шуту
Не удалось прикрыть своих проказ:
Он по когтям узнал меня в минуту,
Я по ушам узнал его как раз.
"
1355,pushkin,"Быть может, уж недолго мне
В изгнаньи мирном оставаться,
Вздыхать о милой старине
И сельской музе в тишине
Душой беспечной предаваться.
Но и в дали, в краю чужом
Я буду мыслию всегдашней
Бродить Тригорского кругом,
В лугах, у речки, над холмом,
В саду под сенью лип домашней.
Когда померкнет ясный день,
Одна из глубины могильной
Так иногда в родную сень
Летит тоскующая тень
На милых бросить взор умильный.
"
1356,pushkin,"Когда подымет океан
Вокруг меня валы ревучи,
Когда грозою грянут тучи—
Храни меня, мой талисман.
"
1357,pushkin,"В уединеньи чуждых стран,
На лоне скучного покоя,
В тревоге пламенного боя
Храни меня, мой талисман.
"
1358,pushkin,"Священный сладостный обман,
Души волшебное светило
Оно сокрылось, изменило
Храни меня, мой талисман.
"
1359,pushkin,", , 
 
Меж тем, как изумленный мир
На урну Байрона взирает,
И хору европейских лир
Близ Данте тень его внимает,
Зовет меня другая тень,
Давно без песен, без рыданий
С кровавой плахи в дни страданий
Сошедшая в могильну сень.
"
1360,pushkin,"Певцу любви, дубрав и мира
Несу надгробные цветы.
Звучит незнаемая лира,
Пою.Мне внемлет он и ты.
Подъялась вновь усталая секира
И жертву новую зовет.
Певец готов; задумчивая лира
В последний раз ему поет.
Заутра казнь, привычный пир народу;
Но лира юного певца
О чем поет?Поет она свободу:
Не изменилась до конца!
"
1361,pushkin,"Приветствую тебя, мое светило!
Я славил твой небесный лик,
Когда он искрою возник,
Когда ты в буре восходило.
Я славил твой священный гром,
Когда он разметал позорную твердыню
И власти древнюю гордыню
Развеял пеплом и стыдом:
Я зрел твоих сынов гражданскую отвагу,
Я слышал братский их обет,
Великодушную присягу
И самовластию бестрепетный ответ.
"
1362,pushkin,"Я зрел, как их могущи волны
Всё ниспровергли, увлекли,
И пламенный трибун предрек, восторга полный,
Перерождение земли.
"
1363,pushkin,"Закон,
На вольность опершись, провозгласил равенство,
И мы воскликнули: 
О горе! о безумный сон!
"
1364,pushkin,"Где вольность и закон?Над нами
Единый властвует топор.
Мы свергнули царей.Убийцу с палачами
Избрали мы в цари.О ужас! о позор!
Но ты, священная свобода,
Богиня чистая, нет,– не виновна ты,
В порывах буйной слепоты,
В презренном бешенстве народа,
Сокрылась ты от нас; целебный твой сосуд
Завешен пеленой кровавой:
Но ты придешь опять со мщением и славой,—
И вновь твои враги падут;
Народ, вкусивший раз твой нектар освященный,
Всё ищет вновь упиться им;
Как будто Вакхом разъяренный,
Он бродит, жаждою томим;
Так – он найдет тебя."
1365,pushkin,"Под сению равенства
В объятиях твоих он сладко отдохнет;
Так буря мрачная минет!
Но я не узрю вас, дни славы, дни блаженства:
Я плахе обречен.Последние часы
Влачу.Заутра казнь.Торжественной рукою
Палач мою главу подымет за власы
Над равнодушною толпою.
Простите, о друзья!Мой бесприютный прах
Не будет почивать в саду, где провождали
Мы дни беспечные в науках и в пирах
И место наших урн заране назначали.
"
1366,pushkin,"Но, други, если обо мне
Священно вам воспоминанье.
Исполните мое последнее желанье:
Оплачьте, милые, мой жребий в тишине;
Страшитесь возбудить слезами подозренье;
В наш век, вы знаете, и слезы преступленье:
О брате сожалеть не смеет ныне брат.
Еще ж одна мольба: вы слушали стократ
Стихи, летучих дум небрежные созданья,
Разнообразные, заветные преданья
Всей младости моей.Надежды и мечты,
И слезы, и любовь, друзья, сии листы
Всю жизнь мою хранят."
1367,pushkin,"У Авеля, у Фанни,
Молю, найдите их; невинной музы дани
Сберите.Строгий свет, надменная молва
Не будут ведать их.Увы, моя глава
Безвременно падет: мой недозрелый гений
Для славы не свершил возвышенных творений;
Я скоро весь умру.Но, тень мою любя,
Храните рукопись, о други, для себя!
Когда гроза пройдет, толпою суеверной
Сбирайтесь иногда читать мой свиток верный,
И, долго слушая, скажите: это он;
Вот речь его."
1368,pushkin,"А я, забыв могильный сон,
Взойду невидимо и сяду между вами,
И сам заслушаюсь, и вашими слезами
Упьюсь и, может быть, утешен буду я
Любовью; может быть, и моя,
Уныла и бледна, стихам любви внимая
Но, песни нежные мгновенно прерывая,
Младой певец поник задумчивой главой.
"
1369,pushkin,"Пора весны его с любовию, тоской
Промчалась перед ним.Красавиц томны очи
И песни, и пиры, и пламенные ночи,
Всё вместе ожило; и сердце понеслось
Далече и стихов журчанье излилось:
Куда, куда завлек меня враждебный гений?
Рожденный для любви, для мирных искушений,
Зачем я покидал безвестной жизни тень,
Свободу и друзей, и сладостную лень?
Судьба лелеяла мою златую младость;
Беспечною рукой меня венчала радость,
И муза чистая делила мой досуг.
"
1370,pushkin,"На шумных вечерах друзей любимый друг,
Я сладко оглашал и смехом, и стихами
Сень, охраненную домашними богами.
Когда ж, вакхической тревогой утомясь
И новым пламенем незапно воспалясь,
Я утром наконец являлся к милой деве
И находил ее в смятении и гневе;
Когда, с угрозами, и слезы на глазах,
Мой проклиная век, утраченный в пирах,
Она меня гнала, бранила и прощала:
Как сладко жизнь моя лилась и утекала!
"
1371,pushkin,"Зачем от жизни сей, ленивой и простой,
Я кинулся туда, где ужас роковой,
Где страсти дикие, где буйные невежды,
И злоба, и корысть!Куда, мои надежды,
Вы завлекли меня!Что делать было мне,
Мне, верному любви, стихам и тишине,
На низком поприще с презренными бойцами!
Мне ль было управлять строптивыми конями
И круто напрягать бессильные бразды?
И что ж оставлю я?Забытые следы
Безумной ревности и дерзости ничтожной.
"
1372,pushkin,"Погибни, голос мой, и ты, о призрак ложный,
Ты, слово, звук пустой
О, нет!
Умолкни, ропот малодушный!
Гордись и радуйся, поэт:
Ты не поник главой послушной
Перед позором наших лет;
Ты презрел мощного злодея;
Твой светоч, грозно пламенея,
Жестоким блеском озарил
Совет правителей бесславных;
Твой бич настигнул их, казнил
Сих палачей самодержавных:
Твой стих свистал по их главам;
Ты звал на них, ты славил Немезиду;
Ты пел Маратовым жрецам
Кинжал и девуэвмениду!
"
1373,pushkin,"Когда святой старик от плахи отрывал
Венчанную главу рукой оцепенелой,
Ты смело им обоим руку дал,
И перед вами трепетал
Ареопаг остервенелый.
Гордись, гордись, певец; а ты, свирепый зверь,
Моей главой играй теперь:
Она в твоих когтях.Но слушай, знай, безбожный:
Мой крик, мой ярый смех преследует тебя!
Пей нашу кровь, живи, губя:
Ты всё пигмей, пигмей ничтожный.
"
1374,pushkin,"И час придет и он уж недалек:
Падешь, тиран!Негодованье
Воспрянет наконец.Отечества рыданье
Разбудит утомленный рок.
Теперь иду пора но ты ступай за мною;
Я жду тебя.
Так пел восторженный поэт.
И всё покоилось.Лампады тихий свет
Бледнел пред утренней зарею,
И утро веяло в темницу.И поэт
К решотке поднял важны взоры
Вдруг шум."
1375,pushkin,"Зовут Постой, постой; день только, день один:
И казней нет, и всем свобода,
И жив великий гражданин
Среди великого народа.
"
1376,pushkin,"Ты обещал о романтизме,
О сем парнасском афеизме,
Потолковать еще со мной,
Полтавских муз поведать тайны,
А пишешь мне об одной
Нет, это ясно, милый мой,
Нет, ты влюблен, Пирон Украйны!
Ты прав: что может быть важней
На свете женщины прекрасной?
Улыбка, взор ее очей
Дороже злата и честей,
Дороже славы разногласной
Поговорим опять об 
Хвалю, мой друг, ее охоту,
Поотдохнув, рожать детей,
Подобных матери своей;
И счастлив, кто разделит с ней
Сию приятную заботу:
Не наведет она зевоту,
Дай бог, чтоб только Гименей
Меж тем продлил свою дремоту.
"
1377,pushkin,"Но не согласен я с тобой,
Не одобряю я развода!
Вопервых, веры долг святой,
Закон и самая природа
А вовторых, замечу я,
Благопристойные мужья
Для умных жен необходимы:
При них домашние друзья
Иль чуть заметны, иль незримы.
Поверьте, милые мои,
Одно другому помогает,
И солнце брака затмевает
Звезду стыдливую любви.
"
1378,pushkin,"Я помню чудное мгновенье:
Передо мной явилась ты,
Как мимолетное виденье,
Как гений чистой красоты.
"
1379,pushkin,"В томленьях грусти безнадежной,
В тревогах шумной суеты,
Звучал мне долго голос нежный,
И снились милые черты.
"
1380,pushkin,"В глуши, во мраке заточенья
Тянулись тихо дни мои
Без божества, без вдохновенья,
Без слез, без жизни, без любви.
"
1381,pushkin,"Душе настало пробужденье:
И вот опять явилась ты,
Как мимолетное виденье,
Как гений чистой красоты.
"
1382,pushkin,"И сердце бьется в упоенье,
И длянего воскресли вновь
И божество и вдохновенье,
И жизнь, и слезы, и любовь.
"
1383,pushkin,"Блестит луна, недвижно море спит,
Молчат сады роскошные Гассана.
Но кто же там во мгле дерев сидит
На мраморе печального фонтана?
Арапэвнух, гарема страж седой,
И с ним его товарищ молодой.
Мизрур, недуг тоски душевной
Не от меня сокроешь ты.
Твой мрачный взор, твой ропот гневный,
Твои свирепые мечты
Уже давно мне всё сказали.
"
1384,pushkin,"Три дня купеческая дочь
Наташа пропадала;
Она на двор на третью ночь
Без памяти вбежала.
"
1385,pushkin,"Тужила мать, тужил отец,
И долго приступали,
И отступились наконец,
А тайны не узнали.
"
1386,pushkin,"Наташа стала, как была,
Опять румяна, весела,
Опять пошла с сестрами
Сидеть за воротами.
"
1387,pushkin,"Раз у тесовых у ворот,
С подружками своими,
Сидела девица – и вот
Промчалась перед ними
Лихая тройка с молодцом.
Конями, крытыми ковром,
В санях он стоя правит
И гонит всех, и давит.
Он, поровнявшись, поглядел,
Наташа поглядела,
Он вихрем мимо пролетел,
Наташа помертвела.
"
1388,pushkin,"Печально слушает семья,
Качая головою;
Отец ей: Милая моя,
Откройся предо мною.
"
1389,pushkin,"Обидел кто тебя, скажи,
Хоть только след нам укажи.
Наташа плачет снова.
И более ни слова.
Наутро сваха к ним на двор
Нежданая приходит.
Наташу хвалит, разговор
С отцом ее заводит:
У вас товар, у нас купец;
Собою парень молодец,
И статный, и проворный,
Не вздорный, не зазорный.
"
1390,pushkin,"Богат, умен, ни перед кем
Не кланяется в пояс,
А как боярин между тем
Живет, не беспокоясь:
А подарит невесте вдруг
И лисью шубу, и жемчуг,
И перстни золотые,
И платья парчевые.
"
1391,pushkin,"Катаясь, видел он вчера
Ее за воротами;
Не по рукам ли, да с двора,
Да в церковь с образами?
"
1392,pushkin,"Она сидит за пирогом,
Да речь ведет обиняком,
А бедная невеста
Себе не видит места.
"
1393,pushkin,"Согласен,– говорит отец;—
Ступай благополучно,
Моя Наташа, под венец:
Одной в светелке скучно.
"
1394,pushkin,"Не век девицей вековать,
Не всё косатке распевать,
Пора гнездо устроить,
Чтоб детушек покоить.
"
1395,pushkin,"Наташа к стенке уперлась
И слово молвить хочет—
Вдруг зарыдала, затряслась,
И плачет и хохочет.
"
1396,pushkin,"В смятеньи сваха к ней бежит,
Водой студеною поит
И льет остаток чаши
На голову Наташи.
"
1397,pushkin,"Зовите жениха на пир,
Пеките хлебы на весь мир,
На славу мед варите,
Да суд на пир зовите.
"
1398,pushkin,"Вот гости честные нашли,
За стол невесту повели;
Поют подружки, плачут,
А вот и сани скачут.
"
1399,pushkin,"А что же, милые друзья,
Невеста красная моя
Не пьет, не ест, не служит:
О чем невеста тужит?
"
1400,pushkin,"Невеста жениху в ответ:
Откроюсь на удачу.
Душе моей покоя нет,
И день, и ночь я плачу.
Недобрый сон меня крушит.
Отец ей: Что ж твой сон гласит?
Скажи нам, что такое,
Дитя мое родное?
Мне снилось,– говорит она,—
Зашла я в лес дремучий,
И было поздно; чуть луна
Светила изза тучи;
С тропинки сбилась я: в глуши
Не слышно было ни души,
И сосны лишь да ели
Вершинами шумели.
"
1401,pushkin,"Зову—
Ответа нет; с мольбою
Дверь отворила я. Вхожу—
В избе свеча горит; гляжу—
Везде сребро да злато,
Всё светло и богато.
"
1402,pushkin,"Жених.
А чем же худ, сказки, твой сон?
Знать жить тебе богато.
Невеста.
Постой, сударь, не кончен он.
На серебро, на злато,
На сукна, коврики, парчу,
На новгородскую камчу
Я молча любовалась
И диву дивовалась.
Вдруг слышу крик и конский топ..
Подъехали к крылечку.
"
1403,pushkin,"Вот слышу много голосов
Взошли двенадцать молодцов,
И с ними голубица
Красавицадевица.
"
1404,pushkin,"Взошли толпой, не поклонясь,
Икон не замечая;
За стол садятся, не молясь
И шапок не снимая.
"
1405,pushkin,"На первом месте брат большой,
По праву руку брат меньшой,
По леву голубица
Красавицадевица.
"
1406,pushkin,"Крик, хохот, песни, шум и звон,
Разгульное похмелье
Жених.
А чем же худ, скажи, твой сон?
Вещает он веселье.
Невеста.
Постой, сударь, не кончен он.
Идет похмелье, гром и звон,
Пир весело бушует,
Лишь девица горюет.
Сидит, молчит, ни ест, ни пьет
И током слезы точит,
А старший брат свой нож берет,
Присвистывая точит;
Глядит на девицукрасу,
И вдруг хватает за косу,
Злодей девицу губит,
Ей праву руку рубит.
"
